FilePath,AVRO-ID
lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,AVRO-3441
lang/java/avro/src/test/java/org/apache/avro/DummyLogicalTypeFactory.java,AVRO-3441
lang/java/avro/src/test/java/org/apache/avro/TestLogicalType.java,AVRO-3441
lang/java/avro/src/main/java/org/apache/avro/Protocol.java,AVRO-3440
lang/java/avro/src/test/java/org/apache/avro/TestProtocol.java,AVRO-3440
lang/java/avro/src/test/java/org/apache/avro/TestSchemaBuilder.java,AVRO-1965
lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,AVRO-3407
lang/java/ipc/src/test/java/org/apache/avro/DataFileInteropTest.java,AVRO-3407
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/ArrayPositionPredicate.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/LocationStep.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/MapKeyPredicate.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/PathElement.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/PathPredicate.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/PathTracingException.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/PositionalPathPredicate.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/TracingAvroTypeException.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/TracingClassCastException.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/TracingNullPointException.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/UnionTypePredicate.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/path/package-info.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/util/SchemaUtil.java,AVRO-3375
lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,AVRO-3375
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificDatumWriter.java,AVRO-3375
lang/java/avro/src/main/java/org/apache/avro/Schema.java,AVRO-3382
lang/java/avro/src/test/java/org/apache/avro/TestSchema.java,AVRO-3382
lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,AVRO-3405
lang/java/ipc/src/test/java/org/apache/avro/DataFileInteropTest.java,AVRO-3405
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,AVRO-3405
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java,AVRO-1851
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectionUtil.java,AVRO-1851
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectDatumWithAnonymousInstances.java,AVRO-1851
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,AVRO-3371
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/DocCommentHelper.java,AVRO-3294
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestIdl.java,AVRO-3294
lang/java/avro/src/main/java/org/apache/avro/Resolver.java,AVRO-3133
lang/java/avro/src/test/java/org/apache/avro/TestSchemaCompatibility.java,AVRO-3133
lang/java/avro/src/test/java/org/apache/avro/TestSchemas.java,AVRO-3133
lang/java/avro/src/test/java/org/apache/avro/io/parsing/TestResolvingGrammarGenerator.java,AVRO-3133
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,AVRO-3305
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,AVRO-3305
lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,AVRO-3305
lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,AVRO-3302
lang/java/avro/src/main/java/org/apache/avro/Schema.java,AVRO-3302
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,AVRO-3306
lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,AVRO-3306
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyInputFormat.java,AVRO-3120
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyOutputFormat.java,AVRO-3120
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyRecordReader.java,AVRO-3120
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyRecordWriter.java,AVRO-3120
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyValueRecordReader.java,AVRO-3120
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyValueRecordWriter.java,AVRO-3120
lang/java/avro/src/test/java/org/apache/avro/TestNestedRecords.java,AVRO-3303
lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,AVRO-3303
lang/java/avro/src/test/java/org/apache/avro/io/TestEncoders.java,AVRO-3303
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestFsInput.java,AVRO-3303
lang/java/avro/src/main/java/org/apache/avro/SchemaBuilder.java,AVRO-2624
lang/java/avro/src/main/java/org/apache/avro/SchemaBuilder.java,AVRO-2624
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java,AVRO-2624
lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,AVRO-2624
lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/FieldTest.java,AVRO-3042
lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,AVRO-3042
lang/java/tools/src/test/compiler/output/AddExtraOptionalGettersTest.java,AVRO-3042
lang/java/tools/src/test/compiler/output/NoSettersTest.java,AVRO-3042
lang/java/tools/src/test/compiler/output/OptionalGettersAllFieldsTest.java,AVRO-3042
lang/java/tools/src/test/compiler/output/OptionalGettersNullableFieldsTest.java,AVRO-3042
lang/java/tools/src/test/compiler/output/Player.java,AVRO-3042
lang/java/avro/src/main/java/org/apache/avro/Schema.java,AVRO-2867
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/IsResolvedSchemaVisitor.java,AVRO-2867
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/ResolvingVisitor.java,AVRO-2867
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/SchemaResolver.java,AVRO-2867
lang/java/compiler/src/main/java/org/apache/avro/compiler/schema/Schemas.java,AVRO-2867
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,AVRO-3243
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,AVRO-3243
lang/java/avro/src/main/java/org/apache/avro/util/MapUtil.java,AVRO-3243
lang/java/grpc/src/main/java/org/apache/avro/grpc/ServiceDescriptor.java,AVRO-3243
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/DocCommentHelper.java,AVRO-3239
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/DocCommentHelperTest.java,AVRO-3239
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestIdl.java,AVRO-3239
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/IDLProtocolMojo.java,AVRO-3239
lang/java/maven-plugin/src/test/java/org/apache/avro/mojo/TestIDLProtocolMojo.java,AVRO-3239
lang/java/maven-plugin/src/test/java/org/apache/avro/mojo/TestLog.java,AVRO-3239
lang/java/tools/src/main/java/org/apache/avro/tool/IdlToSchemataTool.java,AVRO-3239
lang/java/tools/src/main/java/org/apache/avro/tool/IdlTool.java,AVRO-3239
lang/java/tools/src/test/java/org/apache/avro/tool/TestIdlToSchemataTool.java,AVRO-3239
lang/java/tools/src/test/java/org/apache/avro/tool/TestIdlTool.java,AVRO-3239
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestLogicalTypes.java,AVRO-2976
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestReferenceAnnotationNotAllowed.java,AVRO-3256
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,AVRO-2498
lang/java/compiler/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,AVRO-2498
lang/java/android/src/main/java/org/apache/avro/util/internal/ClassValueCache.java,AVRO-2863
lang/java/android/src/main/java/org/apache/avro/util/internal/ThreadLocalWithInitial.java,AVRO-2863
lang/java/android/src/test/java/org/apache/avro/util/internal/TestClassValueCache.java,AVRO-2863
lang/java/avro/src/main/java/org/apache/avro/JsonProperties.java,AVRO-2863
lang/java/avro/src/main/java/org/apache/avro/Schema.java,AVRO-2863
