FilePath, Cyclomatic, CountLines, Class
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java,3,19,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMultipleInputs.java,14,76,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMultipleOutputs.java,43,243,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java,15,100,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroRecordReader.java,10,54,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroReducer.java,5,25,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java,6,93,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroTextOutputFormat.java,1,90,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java,3,73,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java,2,9,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroWrapper.java,12,38,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingInputFormat.java,10,72,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingMapper.java,4,33,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/FsInput.java,7,39,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java,2,30,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopMapper.java,4,32,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java,2,29,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducerBase.java,4,51,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/MapCollector.java,3,28,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java,111,473,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileInputFormat.java,1,17,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileReader.java,31,169,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java,1,9,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/TaggedInputSplit.java,15,90,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java,6,23,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherInputFormat.java,5,35,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,18,91,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java,6,28,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java,3,55,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherMapRunner.java,7,51,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java,3,45,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java,16,85,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java,5,31,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherRecordReader.java,10,60,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherReducer.java,9,52,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java,22,150,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroJob.java,18,71,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyInputFormat.java,2,24,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyOutputFormat.java,7,52,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyRecordReader.java,4,29,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyRecordWriter.java,5,38,not-bug-prone
