FilePath, Cyclomatic, CountLines, Class
lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufDatumWriter.java,8,36,not-bug-prone
lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftData.java,52,215,bug-prone
lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftDatumReader.java,15,62,not-bug-prone
lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftDatumWriter.java,6,27,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,7,72,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/CatTool.java,24,158,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/ConcatTool.java,21,125,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/CreateRandomFileTool.java,9,63,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetMetaTool.java,8,59,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,4,27,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileReadTool.java,11,83,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileRepairTool.java,41,245,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileWriteTool.java,8,72,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java,10,79,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/IdlToSchemataTool.java,9,53,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/IdlTool.java,7,49,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/InduceSchemaTool.java,8,48,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,8,71,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/Main.java,13,68,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java,10,71,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/RpcProtocolTool.java,4,57,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java,10,118,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/RpcSendTool.java,8,73,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/SchemaFingerprintTool.java,6,55,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/SchemaNormalizationTool.java,4,39,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java,22,147,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java,10,111,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/ToTextTool.java,6,54,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/ToTrevniTool.java,5,46,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/Tool.java,0,9,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/TrevniCreateRandomTool.java,5,35,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/TrevniMetadataTool.java,10,74,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/TrevniToJsonTool.java,31,145,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/TrevniUtil.java,8,45,not-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,35,150,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroColumnReader.java,55,220,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroColumnWriter.java,27,125,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroColumnator.java,48,138,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroTrevniInputFormat.java,6,75,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroTrevniOutputFormat.java,7,63,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/HadoopInput.java,4,26,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyInputFormat.java,1,15,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyOutputFormat.java,1,14,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyRecordReader.java,3,21,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyRecordWriter.java,5,24,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyValueInputFormat.java,1,15,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyValueOutputFormat.java,1,14,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyValueRecordReader.java,3,27,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyValueRecordWriter.java,4,39,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniRecordReaderBase.java,7,48,not-bug-prone
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniRecordWriterBase.java,6,57,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ArrayColumnOutputBuffer.java,10,54,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/BZip2Codec.java,5,40,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/BlockDescriptor.java,4,26,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/Checksum.java,3,15,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/Codec.java,5,20,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnDescriptor.java,14,65,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileMetaData.java,1,9,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileReader.java,25,104,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileWriter.java,27,105,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnMetaData.java,19,83,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnOutputBuffer.java,18,86,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnValues.java,24,107,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/Crc32Checksum.java,2,19,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/DeflateCodec.java,9,48,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/Input.java,0,7,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/InputBuffer.java,82,329,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/InputBytes.java,5,24,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/InputFile.java,4,24,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/MetaData.java,24,94,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/NullChecksum.java,2,12,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/NullCodec.java,2,13,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/OutputBuffer.java,82,281,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/SnappyCodec.java,2,20,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/TrevniRuntimeException.java,3,12,not-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/ValueType.java,5,14,not-bug-prone
