FilePath, ChangeRate, AddLines, DeleteLines
lang/java/trevni/core/src/main/java/org/apache/trevni/DeflateCodec.java,2,79,3
lang/java/trevni/core/src/main/java/org/apache/trevni/InputBuffer.java,6,387,8
lang/java/trevni/core/src/main/java/org/apache/trevni/MetaData.java,2,146,1
lang/java/trevni/core/src/main/java/org/apache/trevni/OutputBuffer.java,3,320,3
lang/java/trevni/core/src/main/java/org/apache/trevni/ValueType.java,3,36,2
lang/java/trevni/core/src/test/java/org/apache/trevni/TestBZip2Codec.java,2,82,13
lang/java/trevni/core/src/test/java/org/apache/trevni/TestIOBuffers.java,4,290,23
lang/java/trevni/core/src/test/java/org/apache/trevni/TestInputBytes.java,2,51,1
lang/java/trevni/core/src/test/java/org/apache/trevni/TestUtil.java,3,112,2
lang/java/ipc/src/test/java/org/apache/avro/TestProtocolParsing.java,1,27,7
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/SchemaResolver.java,7,919,208
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectData.java,2,53,0
lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestCycle.java,4,367,50
lang/java/avro/src/test/java/org/apache/avro/io/parsing/SymbolTest.java,1,75,0
lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,5,377,26
lang/java/guava/src/main/java/org/apache/avro/GuavaClasses.java,1,31,0
lang/java/tools/src/main/java/org/apache/avro/tool/Main.java,11,27,7
doc/examples/mr-example/src/main/java/example/GenerateData.java,2,57,0
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroSerialization.java,4,186,7
lang/java/tools/src/main/java/org/apache/avro/tool/CreateRandomFileTool.java,4,106,9
lang/java/avro/src/main/java/org/apache/avro/Conversion.java,2,189,0
lang/java/avro/src/main/java/org/apache/avro/Conversions.java,2,123,0
lang/java/avro/src/main/java/org/apache/avro/LogicalType.java,2,95,0
lang/java/avro/src/main/java/org/apache/avro/data/TimeConversions.java,2,146,0
lang/java/avro/src/test/java/org/apache/avro/TestCircularReferences.java,2,405,0
lang/java/avro/src/test/java/org/apache/avro/TestLogicalType.java,2,297,0
lang/java/avro/src/test/java/org/apache/avro/data/TestTimeConversions.java,2,250,0
lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,2,235,0
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectLogicalTypes.java,2,829,0
lang/java/avro/src/test/java/org/apache/avro/TestSchemaCompatibility.java,4,623,15
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificBuilderTree.java,2,257,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/FsInput.java,2,14,3
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestFsInput.java,1,137,0
lang/java/avro/src/test/java/org/apache/avro/util/internal/TestJacksonUtils.java,2,101,0
lang/java/tools/src/test/java/org/apache/avro/tool/TestDataFileRepairTool.java,2,207,0
lang/java/tools/src/test/java/org/apache/avro/tool/TestTetherTool.java,2,126,0
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectAllowNulls.java,2,154,0
lang/java/ipc/src/test/java/org/apache/avro/ipc/NettyTransceiverWhenFailsToConnect.java,1,82,0
lang/java/thrift/src/test/java/org/apache/avro/thrift/TestThrift.java,5,98,2
lang/java/avro/src/test/java/org/apache/avro/TestDataFileCorruption.java,1,97,0
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/FileSpanStorage.java,1,0,359
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java,1,0,78
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java,1,0,180
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanStorage.java,1,0,57
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/StaticServlet.java,1,0,50
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java,1,0,243
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceClientServlet.java,2,4,257
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java,1,0,306
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceNode.java,1,0,139
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java,3,10,385
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java,1,0,75
lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Util.java,1,0,222
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/SingletonTestingTracePlugin.java,1,0,38
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestBasicTracing.java,3,33,471
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestEndToEndTracing.java,2,3,263
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestFileSpanStorage.java,7,59,242
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestSpanAggregation.java,3,73,299
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestSpanTraceFormation.java,3,94,373
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestStaticServlet.java,1,0,32
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceCollection.java,3,13,129
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceConfigurations.java,1,0,104
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceSingletons.java,2,6,82
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTracingUtil.java,1,0,46
lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificData.java,8,203,31
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java,2,23,11
lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TestWordCountTether.java,5,166,37
lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TetherTaskRunner.java,3,56,11
lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java,4,212,34
lang/java/ipc/src/test/java/org/apache/avro/ipc/specific/TestSpecificRequestor.java,1,72,0
lang/java/avro/src/main/java/org/apache/avro/specific/ExternalizableInput.java,1,50,0
lang/java/avro/src/main/java/org/apache/avro/specific/ExternalizableOutput.java,1,44,0
lang/java/avro/src/test/java/org/apache/avro/TestSchemaValidation.java,2,190,0
lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java,5,183,13
lang/java/tools/src/test/java/org/apache/avro/tool/TestSpecificCompilerTool.java,4,174,11
lang/java/ipc/src/test/java/org/apache/avro/ipc/TestNettyTransceiverWhenServerStops.java,2,140,1
lang/java/mapred/src/test/java/org/apache/avro/hadoop/util/TestAvroCharSequenceComparator.java,3,96,6
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileReadTool.java,6,43,29
lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java,3,8,19
lang/java/tools/src/main/java/org/apache/avro/tool/ToTrevniTool.java,2,84,1
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDatumConverterFactory.java,4,378,10
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestKeyValueInput.java,3,260,6
lang/java/avro/src/main/java/org/apache/avro/SchemaValidationException.java,1,39,0
lang/java/avro/src/main/java/org/apache/avro/ValidateAll.java,1,55,0
lang/java/avro/src/main/java/org/apache/avro/ValidateLatest.java,1,55,0
lang/java/mapred/src/test/java/org/apache/avro/hadoop/file/TestSortedKeyValueFile.java,5,357,7
lang/java/avro/src/main/java/org/apache/avro/generic/DecimalRecordMapping.java,2,65,65
lang/java/avro/src/main/java/org/apache/avro/generic/RecordMapping.java,2,69,69
lang/java/compiler/src/test/java/org/apache/avro/compiler/TestSpecificCompiler.java,4,216,14
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMultipleInputs.java,2,219,1
lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingInputFormat.java,1,133,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingMapper.java,1,66,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/MapCollector.java,1,51,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/TaggedInputSplit.java,1,162,0
lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroMultipleInputs.java,1,296,0
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDeserializer.java,6,149,11
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroKeyDeserializer.java,5,74,8
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSerializer.java,5,137,8
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroValueDeserializer.java,5,74,8
lang/java/avro/src/main/java/org/apache/avro/util/ClassUtils.java,1,109,0
lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftDatumReader.java,3,98,6
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroSchema.java,1,44,0
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/Syncable.java,1,32,0
doc/examples/mr-example/src/main/java/example/MapReduceColorCount.java,1,107,0
lang/java/avro/src/main/java/org/apache/avro/SchemaCompatibility.java,1,526,0
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyOutputFormat.java,5,131,22
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueOutputFormat.java,4,75,9
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyOutputFormat.java,9,183,20
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroDefault.java,1,32,0
lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.java,1,122,0
lang/java/avro/src/main/java/org/apache/avro/file/Syncable.java,1,35,0
lang/java/avro/src/main/java/org/apache/avro/file/SyncableFileOutputStream.java,1,107,0
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroKeyComparator.java,4,75,10
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSerialization.java,4,282,16
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroJob.java,4,213,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroRecordReaderBase.java,4,195,10
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroEncode.java,1,35,0
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroIgnore.java,1,33,0
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroMeta.java,1,34,0
lang/java/avro/src/main/java/org/apache/avro/reflect/AvroName.java,1,34,0
lang/java/avro/src/main/java/org/apache/avro/reflect/DateAsLongEncoding.java,1,53,0
lang/java/avro/src/main/java/org/apache/avro/reflect/Stringable.java,1,2,2
lang/java/tools/src/main/java/org/apache/avro/tool/IdlToSchemataTool.java,1,90,0
lang/java/tools/src/test/java/org/apache/avro/tool/TestIdlToSchemataTool.java,1,41,0
lang/java/avro/src/main/java/org/apache/avro/generic/GenericEnumSymbol.java,2,3,2
lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.java,1,228,0
lang/java/avro/src/main/java/org/apache/avro/SchemaBuilderException.java,1,26,0
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,1,1,2
lang/java/trevni/core/src/main/java/org/apache/trevni/ArrayColumnOutputBuffer.java,3,86,5
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectDatumReader.java,3,197,19
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyRecordWriter.java,1,62,0
lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java,3,36,7
lang/java/trevni/core/src/main/java/org/apache/trevni/Codec.java,2,46,0
lang/java/tools/src/main/java/org/apache/avro/tool/ConcatTool.java,1,152,0
lang/java/tools/src/test/java/org/apache/avro/tool/TestConcatTool.java,1,225,0
lang/java/tools/src/main/java/org/apache/avro/tool/RpcProtocolTool.java,1,111,0
lang/java/tools/src/test/java/org/apache/avro/tool/TestRpcProtocolTool.java,1,96,0
lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,2,4,3
lang/java/trevni/avro/src/test/java/org/apache/trevni/avro/TestEvolvedSchema.java,1,128,0
lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroWrapper.java,1,32,0
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestWordCount.java,4,526,5
lang/java/avro/src/test/java/org/apache/avro/file/TestCustomCodec.java,1,58,0
lang/java/avro/src/test/java/org/apache/avro/file/codec/CustomCodec.java,1,94,0
doc/examples/mr-example/src/main/java/example/AvroWordCount.java,1,105,0
doc/examples/mr-example/src/main/java/example/ColorCount.java,1,93,0
lang/java/mapred/src/test/java/org/apache/avro/mapred/TestPair.java,1,40,0
lang/java/ipc/src/test/java/org/apache/avro/TestAnnotation.java,1,28,0
lang/java/mapred/src/main/java/org/apache/hadoop/io/SequenceFileBase.java,3,68,68
lang/java/avro/src/test/java/org/apache/avro/TestDataFileMeta.java,1,1,1
lang/java/avro/src/test/java/org/apache/avro/reflect/ByteBufferTest.java,2,142,4
lang/java/ipc/src/test/java/org/apache/avro/AvroTestUtil.java,2,32,32
lang/java/tools/src/test/java/org/apache/avro/AvroTestUtil.java,2,32,32
lang/java/tools/src/test/java/org/apache/avro/tool/TestRecodecTool.java,1,6,6
lang/java/tools/src/main/java/org/apache/avro/tool/TrevniCreateRandomTool.java,1,67,0
lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/HadoopInput.java,1,51,0
lang/java/trevni/avro/src/test/java/org/apache/trevni/avro/TestCases.java,1,102,0
lang/java/trevni/core/src/main/java/org/apache/trevni/Checksum.java,1,41,0
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileMetaData.java,1,31,0
lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnMetaData.java,1,122,0
lang/java/trevni/core/src/main/java/org/apache/trevni/Crc32Checksum.java,1,39,0
lang/java/trevni/core/src/main/java/org/apache/trevni/Input.java,1,31,0
lang/java/trevni/core/src/main/java/org/apache/trevni/InputBytes.java,1,46,0
lang/java/trevni/core/src/main/java/org/apache/trevni/InputFile.java,1,49,0
lang/java/trevni/core/src/main/java/org/apache/trevni/NullChecksum.java,1,31,0
lang/java/trevni/core/src/main/java/org/apache/trevni/NullCodec.java,1,34,0
lang/java/trevni/core/src/main/java/org/apache/trevni/SnappyCodec.java,1,45,0
lang/java/trevni/core/src/main/java/org/apache/trevni/TrevniRuntimeException.java,1,29,0
lang/java/trevni/core/src/test/java/org/apache/trevni/TestColumnFile.java,1,266,0
lang/java/avro/src/test/java/org/apache/avro/TestReflect.java,12,102,17
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroKeyDeserializer.java,3,77,6
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroValueDeserializer.java,3,77,6
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDatumConverter.java,2,43,5
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroKeyValue.java,2,163,5
lang/java/mapred/src/main/java/org/apache/avro/hadoop/util/AvroCharSequenceComparator.java,2,93,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyInputFormat.java,2,59,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyRecordReader.java,2,74,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueInputFormat.java,2,67,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordReader.java,2,90,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileInputFormat.java,2,150,5
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileOutputFormat.java,3,135,7
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroDatumConverterFactory.java,2,138,5
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroSequenceFile.java,2,215,5
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroSerializer.java,2,72,5
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/AvroFiles.java,2,61,5
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyInputFormat.java,2,70,5
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyRecordReader.java,2,139,5
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyValueRecordReader.java,2,154,5
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestKeyValueWordCount.java,2,139,5
lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificDatumReader.java,2,65,0
lang/java/avro/src/main/java/org/apache/avro/SchemaNormalization.java,2,185,11
lang/java/avro/src/test/java/org/apache/avro/util/TestCaseFinder.java,1,141,0
lang/java/archetypes/avro-service-archetype/src/main/resources/archetype-resources/src/main/java/transport/SimpleOrderServiceClient.java,3,106,27
lang/java/archetypes/avro-service-archetype/src/main/resources/archetype-resources/src/main/java/transport/SimpleOrderServiceEndpoint.java,3,92,25
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SchemaTask.java,1,7,1
lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceSpecific.java,3,6,12
lang/java/avro/src/main/java/org/apache/avro/file/SeekableByteArrayInput.java,1,42,0
lang/java/avro/src/test/java/org/apache/avro/file/TestSeekableByteArrayInput.java,1,86,0
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificDatumWriter.java,4,62,7
lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroAsTextInputFormat.java,1,61,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java,1,17,3
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroReducer.java,1,18,4
lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java,1,2,1
lang/java/avro/src/test/java/org/apache/avro/io/Perf.java,4,1051,410
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java,1,3,0
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java,1,3,0
lang/java/avro/src/main/java/org/apache/avro/generic/GenericFixed.java,1,1,1
lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/Avro14SpecificCompiler.java,1,0,280
lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestTemplatedCompilerFidelity.java,1,0,84
lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpServer.java,1,40,2
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKeyComparator.java,2,3,3
lang/java/ipc/src/test/java/org/apache/avro/TestBulkData.java,1,2,2
lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceReflect.java,1,2,2
lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/StatsPluginOverhead.java,1,3,3
lang/java/ipc/src/main/java/org/apache/avro/specific/SpecificResponder.java,2,1,1
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificCompiler.java,1,1,1
lang/java/src/java/org/apache/avro/ipc/Requestor.java,9,81,39
lang/java/src/java/org/apache/avro/ipc/Responder.java,8,77,39
lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,5,24,13
lang/java/src/test/java/org/apache/avro/TestProtocolSpecific.java,7,53,7
lang/java/src/java/org/apache/avro/generic/GenericData.java,13,138,68
lang/java/src/test/java/org/apache/avro/generic/TestGenericData.java,7,113,5
lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,2,207,4
lang/java/src/test/java/org/apache/avro/io/TestBinaryDecoder.java,2,364,12
lang/java/src/java/org/apache/avro/ipc/SocketServer.java,6,53,20
lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,5,27,5
lang/java/src/java/org/apache/avro/ipc/Ipc.java,1,53,0
lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java,3,52,14
lang/java/src/java/org/apache/avro/tool/RpcSendTool.java,2,42,22
lang/java/src/java/org/apache/avro/file/DataFileReader.java,5,114,55
lang/java/src/java/org/apache/avro/file/DataFileReader12.java,1,221,0
lang/java/src/java/org/apache/avro/mapred/AvroRecordReader.java,4,103,18
lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java,2,3,2
lang/java/src/test/java/org/apache/avro/TestDataFile.java,8,101,29
lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,3,17,17
lang/java/src/test/java/org/apache/avro/TestProtocolHttp.java,4,25,2
lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,12,137,80
lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,13,187,53
lang/java/src/test/java/org/apache/avro/io/TestResolvingIO.java,3,6,6
lang/java/src/java/org/apache/avro/Schema.java,14,544,113
lang/java/src/test/java/org/apache/avro/TestSchema.java,18,384,49
lang/java/src/java/org/apache/avro/mapred/AvroJob.java,6,242,75
lang/java/src/test/java/org/apache/avro/mapred/TestSequenceFileReader.java,2,216,6
lang/java/src/test/java/org/apache/avro/mapred/TestWeather.java,2,145,1
lang/java/src/java/org/apache/avro/file/DataFileWriter.java,10,206,74
lang/java/src/java/org/apache/avro/tool/Main.java,6,26,5
lang/java/src/java/org/apache/avro/tool/RecodecTool.java,1,115,0
lang/java/src/test/java/org/apache/avro/tool/TestRecodecTool.java,1,109,0
lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,11,152,190
lang/java/src/test/java/org/apache/avro/specific/Avro14SpecificCompiler.java,1,277,0
lang/java/src/test/java/org/apache/avro/specific/TestSpecificCompiler.java,3,58,21
lang/java/src/test/java/org/apache/avro/specific/TestTemplatedCompilerFidelity.java,1,85,0
lang/java/src/java/org/apache/avro/mapred/tether/TetheredProcess.java,3,133,1
lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java,1,8,6
lang/java/src/test/java/org/apache/avro/TestBulkData.java,3,6,4
lang/java/src/test/java/org/apache/avro/TestNamespaceReflect.java,3,4,2
lang/java/src/test/java/org/apache/avro/TestNamespaceSpecific.java,3,6,4
lang/java/src/test/java/org/apache/avro/TestProtocolDatagram.java,3,4,2
lang/java/src/test/java/org/apache/avro/TestProtocolReflect.java,6,44,10
lang/java/src/test/java/org/apache/avro/TestProtocolReflectMeta.java,3,4,2
lang/java/src/test/java/org/apache/avro/TestProtocolSpecificMeta.java,3,4,3
lang/java/src/test/java/org/apache/avro/ipc/TestNettyServer.java,6,80,4
lang/java/src/test/java/org/apache/avro/mapred/tether/TetherTask.java,3,206,3
lang/java/src/java/org/apache/avro/file/DataFileStream.java,9,238,74
lang/java/src/test/java/org/apache/avro/TestDataFileMeta.java,3,80,1
lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,12,166,260
lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,7,52,47
lang/java/src/java/org/apache/avro/reflect/ReflectData.java,9,105,41
lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java,4,21,27
lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java,3,3,19
lang/java/src/java/org/apache/avro/specific/SpecificData.java,7,21,85
lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java,4,39,21
lang/java/src/test/java/org/apache/avro/TestReflect.java,8,172,23
lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,2,16,4
lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,2,20,12
lang/java/src/java/org/apache/avro/io/Encoder.java,1,17,1
lang/java/src/java/org/apache/avro/io/JsonEncoder.java,6,24,13
lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,5,16,4
lang/java/src/java/org/apache/avro/util/Utf8.java,5,63,18
lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java,2,67,12
lang/java/src/test/java/org/apache/avro/tool/TestDataFileTools.java,5,50,12
lang/java/src/java/org/apache/avro/file/FileReader.java,1,49,0
lang/java/src/java/org/apache/avro/mapred/SequenceFileInputFormat.java,1,43,0
lang/java/src/java/org/apache/avro/mapred/SequenceFileReader.java,1,247,0
lang/java/src/java/org/apache/avro/mapred/SequenceFileRecordReader.java,1,36,0
lang/java/src/java/org/apache/avro/ipc/SaslSocketServer.java,1,102,0
lang/java/src/java/org/apache/avro/ipc/SaslSocketTransceiver.java,1,389,0
lang/java/src/test/java/org/apache/avro/ipc/TestSaslAnonymous.java,1,49,0
lang/java/src/test/java/org/apache/avro/ipc/TestSaslDigestMd5.java,1,167,0
lang/java/src/java/org/apache/avro/generic/GenericArray.java,2,7,11
lang/java/src/java/org/apache/avro/ipc/trace/TracePlugin.java,6,406,31
lang/java/src/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java,4,78,3
lang/java/src/test/java/org/apache/avro/ipc/trace/SingletonTestingTracePlugin.java,1,38,0
lang/java/src/test/java/org/apache/avro/ipc/trace/TestBasicTracing.java,4,477,39
lang/java/src/test/java/org/apache/avro/ipc/trace/TestEndToEndTracing.java,3,263,3
lang/java/src/test/java/org/apache/avro/ipc/trace/TestTraceConfigurations.java,1,104,0
lang/java/src/test/java/org/apache/avro/ipc/trace/TestTraceSingletons.java,1,76,0
lang/java/src/test/java/org/apache/avro/ipc/trace/TestTracingUtil.java,2,46,0
lang/java/src/java/org/apache/avro/ipc/trace/TraceCollection.java,2,331,25
lang/java/src/java/org/apache/avro/ipc/trace/Util.java,4,236,14
lang/java/src/java/org/apache/avro/ipc/NettyTransportCodec.java,2,183,0
lang/java/src/java/org/apache/avro/mapred/AvroUtf8InputFormat.java,2,117,0
lang/java/src/test/java/org/apache/avro/ipc/trace/TestTraceCollection.java,2,116,0
lang/java/src/java/org/apache/avro/ipc/RPCContext.java,4,64,26
lang/java/src/java/org/apache/avro/ipc/trace/SpanAggregator.java,3,183,2
lang/java/src/test/java/org/apache/avro/RPCMetaTestPlugin.java,3,21,11
lang/java/src/test/java/org/apache/avro/ipc/trace/TestSpanAggregation.java,3,230,2
lang/java/src/test/java/NoPackage.java,1,21,0
lang/java/src/java/org/apache/avro/file/DeflateCodec.java,6,232,87
lang/java/src/test/java/org/apache/avro/TestDataFileConcat.java,2,234,58
lang/java/src/test/java/org/apache/avro/mapred/TestWordCount.java,2,55,0
lang/java/src/test/java/org/apache/avro/mapred/WordCountUtil.java,5,146,10
lang/java/src/java/org/apache/avro/ipc/stats/StaticServlet.java,2,46,0
lang/java/src/java/org/apache/avro/ipc/trace/StaticServlet.java,1,50,0
lang/java/src/java/org/apache/avro/ipc/trace/Trace.java,3,248,5
lang/java/src/java/org/apache/avro/ipc/trace/TraceClientServlet.java,2,265,12
lang/java/src/java/org/apache/avro/ipc/trace/TraceNode.java,2,146,7
lang/java/src/test/java/org/apache/avro/ipc/trace/TestStaticServlet.java,1,32,0
lang/java/src/java/org/apache/avro/tool/IdlTool.java,1,6,5
lang/java/src/test/java/org/apache/avro/idl/TestIdl.java,1,1,1
lang/java/src/java/org/apache/avro/ipc/trace/FileSpanStorage.java,1,359,0
lang/java/src/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java,2,79,1
lang/java/src/java/org/apache/avro/ipc/trace/SpanStorage.java,2,57,0
lang/java/src/test/java/org/apache/avro/ipc/trace/TestFileSpanStorage.java,1,183,0
lang/java/src/java/org/apache/avro/mapred/AvroOutputFormat.java,4,114,13
lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,6,13,5
lang/java/src/java/org/apache/avro/util/WeakIdentityHashMap.java,1,169,0
lang/java/src/test/java/org/apache/avro/io/Perf.java,11,934,279
lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,1,1,0
lang/java/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,2,4,3
lang/java/src/java/org/apache/avro/generic/GenericEnumSymbol.java,1,24,0
lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,3,22,4
lang/java/src/java/org/apache/avro/mapred/Pair.java,2,469,17
lang/java/src/java/org/apache/avro/mapred/tether/TetherOutputService.java,2,106,5
