FilePath, ChangeRate, AddLines, DeleteLines, class
lang/java/avro/src/main/java/org/apache/avro/UnresolvedUnionException.java,4,9,3,non-bug-prone
doc/examples/java-example/src/main/java/example/GenericMain.java,4,12,10,bug-prone
doc/examples/java-example/src/main/java/example/SpecificMain.java,3,10,10,non-bug-prone
lang/java/avro/src/test/java/org/apache/avro/TestDataFileDeflate.java,5,14,14,non-bug-prone
lang/java/avro/src/test/java/org/apache/avro/TestDataFileMeta.java,7,34,26,non-bug-prone
lang/java/mapred/src/test/java/org/apache/avro/hadoop/io/TestAvroSequenceFile.java,5,107,116,non-bug-prone
lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroTextOutputFormat.java,7,22,22,non-bug-prone
lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TestWordCountTether.java,8,38,36,non-bug-prone
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestCombineAvroKeyValueFileInputFormat.java,6,145,30,bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetMetaTool.java,5,12,16,non-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,5,8,9,non-bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java,6,12,14,bug-prone
lang/java/tools/src/test/java/org/apache/avro/tool/TestRecodecTool.java,7,146,154,non-bug-prone
lang/java/tools/src/test/java/org/apache/avro/tool/TestTetherTool.java,9,36,52,non-bug-prone
lang/java/trevni/avro/src/test/java/org/apache/trevni/avro/TestEvolvedSchema.java,8,48,66,non-bug-prone
lang/java/trevni/core/src/test/java/org/apache/trevni/TestIOBuffers.java,5,83,27,non-bug-prone
lang/java/trevni/core/src/test/java/org/apache/trevni/TestInputBytes.java,6,9,10,bug-prone
lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,12,182,134,bug-prone
lang/java/avro/src/main/java/org/apache/avro/util/internal/JacksonUtils.java,13,73,38,bug-prone
lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,12,270,351,bug-prone
lang/java/compiler/src/main/java/org/apache/avro/compiler/schema/SchemaVisitor.java,10,137,83,bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,8,53,50,bug-prone
lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageEncoder.java,6,150,26,non-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSequenceFile.java,9,109,102,non-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/BZip2Codec.java,4,10,17,non-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/Codec.java,4,10,4,non-bug-prone
lang/java/trevni/core/src/main/java/org/apache/trevni/DeflateCodec.java,4,9,11,non-bug-prone
lang/java/trevni/core/src/test/java/org/apache/trevni/TestBZip2Codec.java,5,11,80,non-bug-prone
lang/java/ipc/src/test/java/org/apache/avro/io/Perf.java,11,620,396,bug-prone
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflectData.java,9,118,24,non-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java,12,31,13,bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java,12,31,15,non-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroInputFormat.java,5,18,21,non-bug-prone
lang/java/protobuf/src/test/java/org/apache/avro/protobuf/TestProtobuf.java,9,74,18,non-bug-prone
lang/java/perf/src/main/java/org/apache/avro/perf/test/record/RecordTest.java,1,15,7,non-bug-prone
lang/java/avro/src/test/java/org/apache/avro/io/TestBinaryData.java,1,41,0,non-bug-prone
lang/java/avro/src/main/java/org/apache/avro/data/RecordBuilderBase.java,11,80,78,non-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/hadoop/file/SortedKeyValueFile.java,7,115,110,non-bug-prone
lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java,4,11,11,non-bug-prone
lang/java/avro/src/main/java/org/apache/avro/io/FastReaderBuilder.java,2,615,1,non-bug-prone
lang/java/avro/src/main/java/org/apache/avro/io/ReflectionUtils.java,2,73,73,non-bug-prone
