FilePath,BugRate
lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,21
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,18
lang/java/avro/src/main/java/org/apache/avro/Schema.java,15
lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericData.java,12
src/test/java/org/apache/avro/TestReflect.java,11
src/java/org/apache/avro/Schema.java,11
src/java/org/apache/avro/reflect/ReflectData.java,11
src/test/java/org/apache/avro/TestSchema.java,10
lang/java/ipc/src/test/java/org/apache/avro/TestSchema.java,10
src/java/org/apache/avro/reflect/ReflectDatumWriter.java,9
lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java,9
src/java/org/apache/avro/generic/GenericDatumReader.java,8
src/java/org/apache/avro/specific/SpecificCompiler.java,8
src/java/org/apache/avro/generic/GenericData.java,8
lang/java/avro/src/test/java/org/apache/avro/TestReflect.java,8
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,8
src/java/org/apache/avro/reflect/ReflectDatumReader.java,7
lang/java/src/test/java/org/apache/avro/TestSchema.java,7
src/java/org/apache/avro/Protocol.java,6
src/java/org/apache/avro/generic/GenericDatumWriter.java,6
lang/java/src/java/org/apache/avro/Schema.java,6
lang/java/src/java/org/apache/avro/generic/GenericData.java,6
lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java,6
lang/java/ipc/src/test/java/org/apache/avro/TestProtocolSpecific.java,6
src/java/org/apache/avro/specific/SpecificRequestor.java,5
src/test/java/org/apache/avro/TestProtocolSpecific.java,5
src/java/org/apache/avro/file/DataFileWriter.java,5
src/test/java/org/apache/avro/TestProtocolReflect.java,5
src/java/org/apache/avro/specific/SpecificResponder.java,5
src/java/org/apache/avro/specific/SpecificDatumReader.java,5
src/java/org/apache/avro/reflect/ReflectResponder.java,5
lang/java/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,5
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,5
lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflect.java,5
lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftData.java,5
lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java,5
lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,5
lang/java/tools/src/test/compiler/output/Player.java,5
JsonSchemaWalker.java,4
JsonSchema.java,4
src/java/org/apache/avro/ipc/ByteBufferInputStream.java,4
src/java/org/apache/avro/io/ValueReader.java,4
src/java/org/apache/avro/specific/SpecificDatumWriter.java,4
src/java/org/apache/avro/file/SeekableInput.java,4
src/java/org/apache/avro/reflect/ReflectRequestor.java,4
src/java/org/apache/avro/file/DataFileReader.java,4
src/test/java/org/apache/avro/TestDataFile.java,4
src/java/org/apache/avro/ipc/SocketTransceiver.java,4
src/java/org/apache/avro/ipc/SocketServer.java,4
lang/java/src/test/java/org/apache/avro/TestReflect.java,4
lang/java/src/java/org/apache/avro/reflect/ReflectData.java,4
lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,4
lang/java/src/test/java/org/apache/avro/generic/TestGenericData.java,4
lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java,4
lang/java/ipc/src/test/java/org/apache/avro/TestProtocolHttp.java,4
lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java,4
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java,4
lang/java/ipc/src/test/java/org/apache/avro/ipc/TestNettyServer.java,4
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyOutputFormat.java,4
lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,4
lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,4
lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestFileSpanStorage.java,4
lang/java/thrift/src/test/java/org/apache/avro/thrift/test/Test.java,4
lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/SchemaResolver.java,4
src/test/java/org/apache/avro/TestProtocolGeneric.java,3
src/test/java/org/apache/avro/TestFsData.java,3
src/test/java/org/apache/avro/RandomData.java,3
src/java/org/apache/avro/util/Utf8.java,3
src/java/org/apache/avro/specific/SpecificRecord.java,3
src/java/org/apache/avro/specific/SchemaTask.java,3
src/java/org/apache/avro/specific/ProtocolTask.java,3
src/java/org/apache/avro/ipc/Transceiver.java,3
src/java/org/apache/avro/ipc/Responder.java,3
src/java/org/apache/avro/ipc/Requestor.java,3
src/java/org/apache/avro/ipc/ByteBufferValueWriter.java,3
src/java/org/apache/avro/ipc/ByteBufferValueReader.java,3
src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,3
src/java/org/apache/avro/ipc/AvroRemoteException.java,3
src/java/org/apache/avro/io/ValueWriter.java,3
src/java/org/apache/avro/io/DatumWriter.java,3
src/java/org/apache/avro/io/DatumReader.java,3
src/java/org/apache/avro/generic/GenericResponder.java,3
src/java/org/apache/avro/generic/GenericRequestor.java,3
src/java/org/apache/avro/generic/GenericRecord.java,3
src/java/org/apache/avro/generic/GenericArray.java,3
src/java/org/apache/avro/file/SeekableFileInput.java,3
src/java/org/apache/avro/SchemaParseException.java,3
src/java/org/apache/avro/AvroTypeException.java,3
src/java/org/apache/avro/AvroRuntimeException.java,3
src/test/java/org/apache/avro/TestDataFileReflect.java,3
src/test/java/org/apache/avro/BarRecord.java,3
src/java/org/apache/avro/specific/SpecificData.java,3
lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,3
lang/java/src/test/java/org/apache/avro/TestProtocolReflect.java,3
lang/java/src/java/org/apache/avro/ipc/Responder.java,3
lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,3
lang/java/src/java/org/apache/avro/file/DataFileWriter.java,3
lang/java/ipc/src/test/java/org/apache/avro/ipc/TestNettyServerWithCallbacks.java,3
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificRecordBuilder.java,3
lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java,3
lang/java/avro/src/test/java/org/apache/avro/FooBarSpecificRecord.java,3
lang/java/avro/src/main/java/org/apache/avro/data/RecordBuilderBase.java,3
lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,3
lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java,3
lang/java/avro/src/test/java/org/apache/avro/TestDataFile.java,3
lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java,3
lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufData.java,3
lang/java/avro/src/test/java/org/apache/avro/specific/TestSpecificData.java,3
lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java,3
lang/java/mapred/src/test/java/org/apache/avro/hadoop/file/TestSortedKeyValueFile.java,3
lang/java/mapred/src/main/java/org/apache/avro/hadoop/file/SortedKeyValueFile.java,3
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDatumConverterFactory.java,3
lang/java/protobuf/src/test/java/org/apache/avro/protobuf/Test.java,3
lang/java/thrift/src/test/java/org/apache/avro/thrift/TestThrift.java,3
lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificData.java,3
lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,3
lang/java/avro/src/main/java/org/apache/avro/Protocol.java,3
lang/java/tools/src/test/compiler/output-string/avro/examples/baseball/Player.java,3
src/java/org/apache/avro/io/JsonEncoder.java,2
src/java/org/apache/avro/specific/SpecificRecordBase.java,2
lang/java/src/java/org/apache/avro/io/JsonEncoder.java,2
lang/java/src/test/java/org/apache/avro/io/TestEncoders.java,2
lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,2
lang/java/src/test/java/org/apache/avro/TestProtocolSpecific.java,2
lang/java/src/test/java/org/apache/avro/TestProtocolGeneric.java,2
lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,2
lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,2
lang/java/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,2
lang/java/src/java/org/apache/avro/file/DataFileStream.java,2
lang/java/src/java/org/apache/avro/ipc/Requestor.java,2
lang/java/src/java/org/apache/avro/ipc/RPCContext.java,2
lang/java/src/test/java/org/apache/avro/specific/TestSpecificCompiler.java,2
lang/java/ipc/src/main/java/org/apache/avro/specific/SpecificResponder.java,2
lang/java/ipc/src/test/java/org/apache/avro/TestProtocolGeneric.java,2
lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TestWordCountTether.java,2
lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java,2
lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java,2
lang/java/avro/src/main/java/org/apache/avro/io/JsonDecoder.java,2
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileOutputFormat.java,2
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroOutputFormatBase.java,2
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroJob.java,2
lang/java/mapred/src/test/java/org/apache/avro/mapreduce/TestAvroKeyValueRecordWriter.java,2
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordWriter.java,2
lang/java/tools/src/test/java/org/apache/avro/tool/TestTextFileTools.java,2
lang/java/compiler/src/test/java/org/apache/avro/compiler/TestSpecificCompiler.java,2
lang/java/mapred/src/main/java/org/apache/hadoop/io/SequenceFileBase.java,2
lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSequenceFile.java,2
lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java,2
